,Datetime,Tweet Id,Text,Username,label
868,2022-02-21 23:34:29+00:00,1495904791515521035,"From the few non-redacted pages in this FOIA'ed document, you can see that there are also emails describing post-pandemic Covid-19 response research mixed into this batch. We don't know if there are more EcoHealth-related content under the 292 pages of redactions.",Ayjchan,1
870,2022-02-21 23:34:19+00:00,1495904749224607747,The Science Behind Why Children Fare Better With Covid-19 - The Wall Street Journal https://t.co/E5xDw5UK0l,locabotko,1
887,2022-02-21 23:33:52+00:00,1495904635927908356,"A pickup truck travels the highway between Ottawa and Vankleek Hill, a day after police cleared Ottawa’s downtown core of the trucker protest that started as a protest against COVID-19 measures before growing into a broad anti-government protest. 📸 for @CdnPressNews https://t.co/pvM4ANiGTe",cburst,1
892,2022-02-21 23:33:29+00:00,1495904538871668740,"""Besides the quick path to citizenship,#Russia has offered residents of the self-proclaimed #Donetsk &amp; #Luhansk republics membership in the #Kremlin’s ruling party &amp; perks such as its #COVID19 vaccines or trade preferences for local manufacturers""
https://t.co/6LDN8YJ9cE
#Ukraine",OneVenusThrow,1
903,2022-02-21 23:33:08+00:00,1495904452527771653,"OK, lets see howthisgoes.  ""Boris Johnson announces end of almost all COVID-19 restrictions in England""  https://t.co/iz6GuEWbnd",CapouchJust,1
905,2022-02-21 23:33:03+00:00,1495904430180511747,"The Covid-19 drive-through testing site at the Lancaster County Public Safety Training Center will close as planned at 3 p.m. Friday, @LGHealth said.

Read more: https://t.co/fp6DdhSChi https://t.co/qXXtEhWbq9",oneunitedlanc,1
912,2022-02-21 23:32:30+00:00,1495904290380124164,"Creo que el Asunto Bélico con los Herederos de los Zares tiene más que ver con una Intención de subir el Precio del Petróleo y recuperarse del Golpe del Covid19 que con la intención real de Crear un Enfrentamiento Cuerpo a Cuerpo, Donde Todos Pierden Más, Amanecerá y Veremos",GustavoENouelB,1
915,2022-02-21 23:32:19+00:00,1495904245769515013,"[Recap] Covid-19: Hong Kong sees 7,533 new cases as 11-month-old dies; vaccine pass to roll out Thurs

https://t.co/erZsxjcQhM https://t.co/rMhUzdRftw",hkfp,1
921,2022-02-21 23:32:07+00:00,1495904194229846016,"RT YourNews15 ""The Louisiana Department of Health reports 2,029 new COVID-19 cases and 65 new deaths. https://t.co/hiQPucU2ys""",LFT411,1
927,2022-02-21 23:32:00+00:00,1495904165687611399,"The COVID-19 vaccines were made to save lives.

It’s going to take all of us doing our part by getting vaccinated to keep our communities and loved ones safe. 

Learn more here ⬇️
#MadeToSave https://t.co/d657R4WiCO",GailWaldby,1
932,2022-02-21 23:31:59+00:00,1495904161984094216,@ClaireByrneLive @AmarachResearch Have we ever been shown one high quality trial demonstrating blue surgical masks reduce spread of virus.,pvpi_covid19,1
936,2022-02-21 23:31:48+00:00,1495904114299084800,"https://t.co/QXQcqQ70MA
Grateful he doesn't occupy the WH or our Souls(for those whose haven't been coveted) but a lingering agonizing scourge far more pernicious/insidious and perfidious than the Covid-19 pathogen itself.",Michael97275007,1
940,2022-02-21 23:31:39+00:00,1495904079603802116,@kehoward02 COVID 19 Dashboard on the Arkansas Department of Health Website. It is not tablet or phone friendly. We will not get complete weekend data until tomorrow.,bawaldrup,1
941,2022-02-21 23:31:38+00:00,1495904072741834752,"Covid-19 is leaving an inexorable mark on literary fiction.

The Problem With the Pandemic Plot https://t.co/3q4k50Zb5K",seangraf,1
943,2022-02-21 23:31:33+00:00,1495904052894437383,"https://t.co/29GUHyZnaw

Britain's Prince Charles has tested positive for Covid-19 for the second time, his office said on Thursday.",masterjam,1
948,2022-02-21 23:31:26+00:00,1495904024578920448,Great 🥺 #COVID19 #CovidIsNotOver,sadiesfavourite,1
949,2022-02-21 23:31:23+00:00,1495904011941445635,Good but be cautious otherwise the relaxation of Covid19 Rules will RUIN EVERYTHING DONE TO DATE &amp; Return all of us back to…SQUARE-One 😎🙏@HealthCareGov @AmerMedicalAssn,TrueWorld2014,1
960,2022-02-21 23:31:05+00:00,1495903934912860162,Macon County Health Department reported 46 positive COVID-19 cases through the weekend https://t.co/Mz2hBJRKSk,heraldandreview,1
972,2022-02-21 23:30:46+00:00,1495903856936759296,".@FoxBusiness didn't tell its viewers that Neil Cavuto was in the ICU with #COVID19 until he'd recovered. Good on Cavuto for pointing out that vaccines saved his life, but I wonder how many of those dying unvaccinated every day are Fox viewers? https://t.co/30ZBM26HPd",stevesilberman,1
973,2022-02-21 23:30:45+00:00,1495903853446848514,"#Corona Info for #USA:
New Cases: 21102
Today Recovery: 97090
Today Deaths: 215
Total Active Cases: 27403597
Total Cases: 80135809
Total Recovery: 51772154
Total Deaths: 960058
#Coronavirus  #Covid19 #Covid_19 #SARSCoV2 #StaySafe 

Source: 'CoronaTrackerNepal_bot' #Telegram.",krishna444_test,1
974,2022-02-21 23:30:43+00:00,1495903845083402245,"#Columbia #sc #gunsense #2a 
&gt;&gt;The popular community event returned after taking a year off due to COVID-19 with the mantra ""restore the village.""&lt;&lt;

https://t.co/pMRqL7eaPv",ltecato,1
975,2022-02-21 23:30:42+00:00,1495903840750956544,"@DarylTractor @Bababooie42 I don’t think, I know he’s not doing a good job. That was before I got COVID-19 and now the only ones that are doing a good job are the Nurses who ring me each day IMHO",Kathlee54235482,1
976,2022-02-21 23:30:41+00:00,1495903837189722118,"Excelente respuesta:

Answer to What are the standards for the approval of new COVID-19 vaccines? by Dr Jo https://t.co/jJl1KLC2lN",foreropa27,1
978,2022-02-21 23:30:40+00:00,1495903832836034564,"@contrarywise3 @gregggonsalves A doctor who advise the public of COVID-19 vaccines: ""this is far and away the most lethal, toxic, biologic agent ever injected into a human body in American history"" doesn't need a think piece unless its about why such doctors are still licensed.",alchemytoday,1
980,2022-02-21 23:30:40+00:00,1495903830910935048,"Queen Elizabeth tests positive for COVID-19, has mild symptoms https://t.co/arxnGxcJXH",Josiebevy,1
991,2022-02-21 23:30:22+00:00,1495903754868203520,New COVID-19 Data at 2022-02-21 06:30:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/ih37n9wAc7,CovidData2,1
993,2022-02-21 23:30:20+00:00,1495903747955998726,"@TeddyMorganJ The human race sucks, TBH.  I don’t know of the article, but if someone had called an ambulance would she have gone to the hospital?  Most of us are not trained to handle someone dying of COVID-19 at home.  What do you feel people should have done?  (Asking politely).",cmt13cal,1
994,2022-02-21 23:30:20+00:00,1495903747297398784,"These hashtags spread hurtful generalizations about anybody who “looks Chinese”, including frontline workers who risk their lives to keep us safe. Let’s call it “COVID-19” and fight this virus together. Here's how: https://t.co/3Cl5PcK5hs  @GeekyBugle01 https://t.co/HcfAiQnGLs",Respond2Racism,1
999,2022-02-21 23:30:17+00:00,1495903734454435840,"@CrowellMb #COVID19 
HOW MANY PEOPLE DO YOU WANT TO KILL
with risky genetic vaccines known to cause Myocarditis+blood clots - for 0.09% of the most fragile US population who would have died from ANY FLU?

There are FAR MORE Heart Disease deaths EVERY YEAR, than Covid
https://t.co/4M3WCQ7xuf",fikskanin,1
13,2022-02-21 23:59:34+00:00,1495911103112826880,"@GsdTplo @GsdRhana @sparrowjess9 @Acosta @BayGSDRescue Lots of local rescues won’t adopt out of state. Our local rescue usually do vetting/training especially checking for compatibility with children/other dogs. Now during COVID-19, they just have been overwhelmed. Sorry that you are having problems. My pup,Henri, is very tall and",remyvalentino11,-1
21,2022-02-21 23:59:02+00:00,1495910967913463808,"Can we count on sick people to self-isolate until they are no longer contagious? In one word, no. Not for COVID-19, not for anything.",divisionbyzero,-1
25,2022-02-21 23:58:53+00:00,1495910933142679558,"“Wakiro Sato, the doctor who examined me, said, ‘There are reports that fewer people complain of symptoms as time passes after (COVID-19) infection, but for other people, recovery is unsatisfactory. It is unknown to what extent you will recover.’”",LauraMiers,-1
29,2022-02-21 23:58:52+00:00,1495910928679944194,"“According to physician Koichi Hirahata of the Hirahata Clinic in Tokyo, Patients with symptoms of so-called long COVID-19 can in some cases end up bedridden, with their illness evolving into what is commonly known as chronic fatigue syndrome (CFS).” https://t.co/B3t2rxPPit",LauraMiers,-1
30,2022-02-21 23:58:52+00:00,1495910925945217026,"UPDATE: California Releases Guidance and Required Notices for 2022 COVID-19 Supplemental Paid Sick Leave
https://t.co/3EPDSLgJar
@NelsonMullins",natlawreview,-1
42,2022-02-21 23:58:30+00:00,1495910834299543554,Fox's Neil Cavuto said a second case of Covid-19 nearly killed him - CNN https://t.co/GyAmFX76AG,Wheresdamachine,-1
46,2022-02-21 23:58:18+00:00,1495910784794505219,"BY Fifth Estate      EXPLAINED
Trudeau’s Failed Canadian-Chinese Joint Covid-19 Vaccine Venture https://t.co/eVr8sbeHME via @21stCenturyWire",irene_smerek,-1
54,2022-02-21 23:58:08+00:00,1495910742125871106,"Even as #Covid_19 has left a devastating trail of destruction across the globe, world leaders continue to posture and behave like the big boys with their big toys, the rest be dammed! @guardiannews #UkraineRussiaCrisis #Putin #StopTheViolence",SanjoyRoyTWA,-1
67,2022-02-21 23:57:38+00:00,1495910616418164741,Fox’s Neil Cavuto said a second case of Covid-19 nearly killed him https://t.co/rVDJvmqjWR,Digitalfyme1,-1
72,2022-02-21 23:57:30+00:00,1495910584944054272,"On behalf of the Mexican Government, the Foreign Ministry reports that Mexico delivered 2,000 doses of COVID-19 vaccines to Dominica on February 17 and 10,000 doses to #SaintVincentandtheGrenadines on February 18, 2022. 🇻🇨 https://t.co/3jpfE3IHZI",GrenadinesHome,-1
76,2022-02-21 23:57:28+00:00,1495910576475750410,"@MakisMD Wrong! The patients in ICU &amp; those who are dying are NOT vaccinated. The vaccine will not always prevent COVID-19, but will lessen the severity of the virus, should a vaccinated person get it.",mayaprnypml,-1
96,2022-02-21 23:56:57+00:00,1495910447190577154,"@Murathe_David_ Mr chain smoker, you have lost senses because your mind is oozing from cigarettes soot. Few years ago you were bankrupt until you were allowed to put your dirty fingers in Covid-19 jar. While kenyans doctors were dying due to lack of protective gears u abruptly became billionaire",MuthoniJohnnie,-1
120,2022-02-21 23:56:15+00:00,1495910270652530688,"@MissKatieDi @jack_rackam13 @anya1anya I haven't had a cold for 11 years, when I made the conscious choice to breathe exclusively in and out through my nose. I never mask.

My wife has had COVID-19 in the same house and I never caught it. Zero precautions taken, zero fucks given.",PaulDesmoParker,-1
127,2022-02-21 23:56:06+00:00,1495910232165208065,"'The Blind Side' star Quinton Aaron shows off almost 100-pound weight loss: The actor, known for starring opposite Sandra Bullock in the 2009 Oscar-nominated film, revealed how he shed the pounds he gained during COVID-19 quarantine. https://t.co/YqjJkzQc4H",GossipBucket,-1
136,2022-02-21 23:55:51+00:00,1495910167136940040,"@Daviemoo Long story short I have tinnitus due too meniere's disease(I had a virus just before lockdown)and it sounds similar to tinnitus which I have heard covid-19 can cause but could be from the past infection ,but talk to a doctor if it carries on or cause you distress",backpoolemma,-1
137,2022-02-21 23:55:46+00:00,1495910149541834754,"I got sick with COVID19, it's such a disgusting condition, I'm glad that I have a vaccination. 😒",YBoyarinov,-1
162,2022-02-21 23:55:00+00:00,1495909953458294784,He can isolate on his little dinghy. #COVID19 #CovidIsNotOver #AusPol2022,ChinookJo,-1
179,2022-02-21 23:54:43+00:00,1495909884168187909,"Our CEO had the opportunity to be the moderator for the event, COVID-19: The Impact on Our Health and Mental Health hosted by Omicron Delta Zeta chapter of Zeta Phi Beta Sorority, Inc. https://t.co/lDdCNrDggG",PathwaysP2P,-1
181,2022-02-21 23:54:36+00:00,1495909854753734656,Covid-19 experts support government's plan to easing restrictions these clowns are the govts puppets decent experts with a different opinion are silenced or struck off. they will say watch ever the govt tells them to or wheres the other sides opinion. HIDDEN,mikepra09002694,-1
189,2022-02-21 23:54:19+00:00,1495909784477962246,"Neposredno pre početka pandemije #COVID19 odmah posle eskalacije afere Krušik tj opremanja ISIS, od strane SNS režima, dobi na poklon pušku Obrenovića, dinastije koja je uništena u majskom prevratu 1903 👋🏿 To se zove #Black smisao #Putin za humor",TihTri,-1
197,2022-02-21 23:54:13+00:00,1495909758548987907,"FWIW trying to do my part to break the cycle of mutation and suffering. We all share the dream of ending this pandemic. For real and lasting solutions, we need to face hard facts like these—early, swiftly, and decisively—and maintain layered protections #Covid19 #pandemic @CDCgov",pjavidan,-1
201,2022-02-21 23:54:06+00:00,1495909726365929472,"Se eu tivesse oportunidade, iria realizar um dos meus estudos sobre Fake News e COVID-19 nos EUA. Há muitos pontos de semelhança com a condução do fenômeno no Brasil e saber que isso foi realizado de forma proposital e arquitetada é sombrio.",abrunaolliveira,-1
203,2022-02-21 23:54:03+00:00,1495909716530429953,Kami sblm pergi kota bharu awal² check swat test negative covid19 sampai ke kota bharu check lagi negative covid19 esok pula tu balik dari pasar positive covid19 cepat2 jaga SOP!!;,aisyahasari,-1
210,2022-02-21 23:53:51+00:00,1495909664705622018,@PressClubAust @CliveFPalmer He can isolate on his little dinghy. #COVID19 #CovidIsNotOver,ChinookJo,-1
218,2022-02-21 23:53:30+00:00,1495909578449592326,"bestie the soviet union’s negligence, corruption, and blatant propaganda during its reign is not the same as the worldwide goal to reduce covid-19 transmission and casualties through vaccines that have been studied for literal centuries .",riplier,-1
221,2022-02-21 23:53:26+00:00,1495909559776522241,"Covid-19 Omicron outbreak: New variant BA.2 could be worse than predecessors for public health, study warns, via @nzherald https://t.co/Gd4DDj24Jk",JailBre18534267,-1
226,2022-02-21 23:53:14+00:00,1495909509532991499,"𝗧𝗶𝘁𝗹𝗲: COVID-19 Surveillance in the Biobank at the Colorado Center for Personalized Medicine.
𝗔𝘂𝘁𝗵𝗼𝗿𝘀: Randi K Johnson, Katie M Marker, David Mayer, Jonathan Shortt, David Kao, Kathleen C Barnes, Jan T Lowery, Christophe...
https://t.co/howkg2FFEB https://t.co/Y3gatAU2wh",COVID19arXiv,-1
233,2022-02-21 23:53:03+00:00,1495909462766465030,"Cases: 425,613,677 (+0) 
Deaths: 5,893,507 (+663) 
Recovered: 0 (+0) 
Active Cases: 425,613,677 (100%)
Completed Cases: 5,893,507 (1.38%)
Mortality Rate: 1.38% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",_covid_19_bot_,-1
278,2022-02-21 23:51:31+00:00,1495909077968371715,"Pay attention out there. They are slipping shit right by us with COVID-19 as the base to start their agenda. Canada is going to be the blueprint unfortunately for the US 🇺🇸 . Resist as long as you can Canada 🇨🇦! @jordanbpeterson
Stay strong doc! 
https://t.co/Dm9gi8kak6",Alarmdude716,-1
281,2022-02-21 23:51:27+00:00,1495909062353080322,"As always, greed dictates behaviour.

So few people in poorer countries are vaccinated. But hey, we got 9 more billionaires. 

Greed over saving lives 

Sickening. 

 #COVID19 #vaccinations 
#Moderna #Pfizer #JohnsonandJohnson",anita767thom,-1
289,2022-02-21 23:51:10+00:00,1495908989539868673,IVERMECTIN WORKS on Covid-19!!  They intentionally mislead the public and held doctors’ careers for ransom if they tried to prescribe it. Evil!!,VickiStraight,-1
295,2022-02-21 23:51:01+00:00,1495908950096678915,"@SKUsa11 Not Fox News ""viewers"".  Just Democrats.  They're the same people who'll need to know the race of someone who died of COVID-19 before deciding whether to mourn or cheer.  If black, ""A victim of systemic racism!""  If white, ""Redneck had it comin' to him!""",MediaLiestoYou1,-1
297,2022-02-21 23:50:53+00:00,1495908917783711748,Boris Johnson is stopping all measures that help control the spread of COVID-19 allowing this virus to run rampant. Unbelievable stupidity and callousness. https://t.co/BexNEgpVFC,Zeeorbiter,-1
298,2022-02-21 23:50:52+00:00,1495908913232986113,"Since there will be no legal requirement to self-isolate, @BorisJohnson said he would “exercise restraint and responsibility”.

However, workers will suffer and ""super-spread"" as employers are likely to duress/force them to come to work. Long #COVID19 is no joke.",i360_,-1
314,2022-02-21 23:50:13+00:00,1495908748887576576,"💉 About sixteen million (78%) Sri Lankans have gotten at least one vaccine dose so far!

– Total Vaccinations: 37,389,300
– Fully Vaccinated : 14,079,398
– Daily Vaccinations : 59,474

    ~ 🇱🇰  STATUS ID 490 ~
[#COVID19SL #COVID19LK] https://t.co/FoQA9u3BzA",COVID19_SL,-1
320,2022-02-21 23:50:01+00:00,1495908701567336450,"Emma, high school babysitter, took the injection because of her work with infants. She had no idea she would become a literal victim of propaganda. Shortly after the shot, Emma had 4 strokes.  Her story deserves to be told. #Covid19 #vaccinations
https://t.co/MW3Tc6UQX1",RedTX2024,-1
321,2022-02-21 23:50:01+00:00,1495908699923431426,"𝗧𝗶𝘁𝗹𝗲: Post-COVID-19 tele-survey for persistent symptoms in a single center hospital cohort in India along with a parallel country-wide web-survey.
𝗔𝘂𝘁𝗵𝗼𝗿𝘀: Kausik Chaudhuri, Jit Sarkar, Tirthankar Das, Shekhar Ranjan Pa...
https://t.co/Gzo0wUkYTO https://t.co/1GhzKOWbgM",COVID19arXiv,-1
333,2022-02-21 23:49:39+00:00,1495908609238380544,Covid-19 Omicron outbreak: Anti-mandate protest's 15th day at Parliament. The excrement was thrown as a mother was changing her babies nappy when an arrogant officer verbally abused her and told her she was a shit mother. so he wore it. always two sides to a story.,mikepra09002694,-1
334,2022-02-21 23:49:38+00:00,1495908603760365571,"#HRHQueenElizadethII has tested positive for #covid19 in the past few days, and today, @BorisJohnson announces they’re doing away with #covidrestrictions. He joins the proud #COVIDIOTS, though he’s really always been an idiot.",creativemuffin,-1
336,2022-02-21 23:49:36+00:00,1495908596554604554,"Demand criminal charges against those who have been hiding the deadly effects of of mRN""vaccines"".

68,000% Increase in Strokes as FDA and NIH Secretly Study Reports of Neurological Injuries After COVID-19 Vaccines https://t.co/uz3M57K5fi https://t.co/Nov79RoJWk",JimMeeks13,-1
338,2022-02-21 23:49:31+00:00,1495908575968849921,"Experts warn 'not to get too cocky' as US contemplates life after Covid | Coronavirus | The Guardian  #healthcare #insurance #covid19 #coronavirus 

https://t.co/RAIBpRxOXE",OneNebulaHealth,-1
342,2022-02-21 23:49:25+00:00,1495908548336881666,@PoliticsForUK Easter?? Is he taking the piss?? Again!! How can he possibly justify the PLF’s when ALL other restrictions are lifted? Someone must be making money out of our data? I’ve completed 8 during Covid 19 travel restrictions.,Paulgriff41,-1
348,2022-02-21 23:49:18+00:00,1495908518209232898,"""They say the job, always demanding, has become almost impossible during the pandemic: Relationships with and among parishioners have frayed while meeting only over video, and political divisions have deepened, fueled by fights over Covid-19 protocols.""
 
https://t.co/ZySstviXjo",SocraticKen,-1
354,2022-02-21 23:49:11+00:00,1495908489931419650,Fox's Neil Cavuto said a second case of Covid-19 nearly killed him https://t.co/5VUeYssdPt Cavuto was spared so he can keep pumping stupid opinions on national TV!,Alonsouru,-1
359,2022-02-21 23:49:02+00:00,1495908453675581441,"@chi_un_lee There was no treatment, it’s all part of the propaganda 
Covid-19 doesn’t exist",micsub,-1
365,2022-02-21 23:48:35+00:00,1495908337904410632,"@MarkNaulty @Rossco810106 @GBNEWS Answer me this, what is the size of a covid 19 aerosol particle? And what is the size of the holes in your average mask? And give me the data from a country that has had vax passports and mask mandates and show me where they’ve made a difference?",splinterdream,-1
370,2022-02-21 23:48:31+00:00,1495908324038090752,"fuel the arms market, reduce social tension due to covid restrictions and cases of corruption in the handling of covid.19.",JoeDoe74606571,-1
389,2022-02-21 23:47:59+00:00,1495908190575525889,"I hate discussing politics, but is anyone else just completely indifferent about the possibly of nuclear winter on the horizon? After dealing with so much shit since COVID-19, I am just exhausted and have no more fucks to give. Space Jesus, I'm ready, I want off this planet. 🙏",Darth_Ahsoka,-1
396,2022-02-21 23:47:51+00:00,1495908157276975105,"The public notice says that due to COVID-19 mitigation efforts, oral testimonies won’t be heard. Instead, written comments will be accepted via email prior to the meeting. The senate impeachment trial has yet to be scheduled. https://t.co/zOKCqHCipk",thomasreporting,-1
418,2022-02-21 23:47:07+00:00,1495907969812291593,@GOP ok here is my thoughts and idea for covid only Kids are unlikely to get sick all you can you do is  concentrate the elders not the yung for covid 19.,StanleySallee17,-1
419,2022-02-21 23:47:05+00:00,1495907964099702792,Long Covid = BAD; DO NOT GET! COVID 19 IS NOT A COLD,KMTBERRY,-1
421,2022-02-21 23:47:03+00:00,1495907954587021316,"Cases: 425,613,677 (+103,240) 
Deaths: 5,892,844 (+0) 
Recovered: 0 (+0) 
Active Cases: 425,613,677 (100%)
Completed Cases: 5,892,844 (1.38%)
Mortality Rate: 1.38% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",_covid_19_bot_,-1
434,2022-02-21 23:46:32+00:00,1495907823481409543,"@PinkyKats @robr1972 Are there any MP's that are bringing up the fact that when it comes to Covid-19:
-Cases are down?
-Deaths are down?
-ICU's are down?
-Hospitalizations are down?
-Trudeau's support is down?

Oh wait.  That last one is from public opinion.",vile_arch,-1
435,2022-02-21 23:46:28+00:00,1495907807887073283,"What could possibly go wrong #ipadpainting #apad #politicalcartoon #covid_19 @ledbydonkeys @creativecov @ Saint Leonards, East Sussex, United Kingdom https://t.co/8KdQ2U3SdZ",Dannymooney,-1
450,2022-02-21 23:46:10+00:00,1495907731252858883,"...is fading and Boris floundering, but now?

One man, just one very dangerous man, is going to make 2022 a year we will want to end yesterday, one with fears and uncertainties to make COVID19, Boris and inflation, all seems trivial.

Economic and security concerns, a genuine...",GBApollo,-1
451,2022-02-21 23:46:09+00:00,1495907728522461186,"Oh crap.

2020. We couldn't wait for it to be over so we could be done with the COVID19 worries.

2021. Who hit fast forward? Over before it started. Worries and frustrations the same ones.

2022. February near over already but hints that COVID19...

#UkraineRussiaCrisis",GBApollo,-1
459,2022-02-21 23:45:54+00:00,1495907665498849283,"Going from all-out #Covid-19 restrictions to … nothing, seems irresponsible. Why not at least still make tests available at no cost for those who want to take their “personal responsibility” seriously?  https://t.co/iQ16J6i3fQ",luvcats13,-1
463,2022-02-21 23:45:42+00:00,1495907613732933633,"Still reckon we Aussies are having a hard time with #COVID19 restrictions? --&gt; Singapore Chef with COVID-19 symptoms continued working despite doctor's orders and later tested positive, gets jail https://t.co/th8azfJnqk",jeftan,-1
474,2022-02-21 23:45:24+00:00,1495907537270587397,"British Prime Minister Boris Johnson announced Monday the end of all domestic COVID restrictions in England in a process starting later this week.
What does it mean to the British people? Some scientists expressed their concerns about the move.#GLOBALink#COVID-19 https://t.co/7ANYgGzKjn",XHNews,-1
489,2022-02-21 23:45:01+00:00,1495907443674685446,Some Triangle nonprofits that specialize in improving children's mental health are seeing a 111 percent spike in referrals during the COVID-19 pandemic.  https://t.co/Oyx83HTSEl,ABC11_WTVD,-1
490,2022-02-21 23:45:01+00:00,1495907440847695877,@ScottAdamsSays #BorisJohnson dropping all of the UK's #COVID19 mandates just a shot round of freedom across #JustinTrudeau 's bow.,OrlandoTrump,-1
492,2022-02-21 23:45:00+00:00,1495907437223702531,"The #Omicron-fueled rise in #Covid19 infections could have turned out to be the shortest wave of the pandemic in India by a long margin.

https://t.co/jfRPQ1Qrnl",news18dotcom,-1
495,2022-02-21 23:45:00+00:00,1495907437156601856,All foreign nationals traveling to the Philippines for business and tourism may enter the country without visas as long as they are fully vaccinated and present the required COVID-19 proof of inoculation and testing documents. https://t.co/wnkBKmv53M,PhilippineStar,-1
496,2022-02-21 23:45:00+00:00,1495907437114626049,"Prime Minister Justin Trudeau said Monday emergency powers are still needed despite police ending border blockades and the occupation of the nation's capital by truckers and others angry over Canada's COVID-19 restrictions.

https://t.co/7hdz5yIJ3g",CBS21NEWS,-1
503,2022-02-21 23:44:51+00:00,1495907399110168580,"@MrFrankUS Strongly Disapprove. Under Covid-19's administration, they oversaw the loss of tens of thousands of jobs and human lives. Very poor performance.",fmrRealBobRoss,-1
533,2022-02-21 23:43:50+00:00,1495907144209616896,"Democrat hypocrites should make you sick: New Orleans Mayor LaToya Cantrell held indoor maskless ball despite reinstating the city’s COVID-19 mask mandate for schools and indoor public spaces just weeks ago.

https://t.co/PkIPmxExVH",Tbig48,-1
537,2022-02-21 23:43:45+00:00,1495907122252451841,"Don't let Covid-19 bring you down! Instead, challenge a friend to play a video game with you.",bot_semicolon,-1
542,2022-02-21 23:43:38+00:00,1495907092250697729,The CDC said withheld data is “not ready for prime time”. WTF? #COVID19,ArtOfJason,-1
543,2022-02-21 23:43:34+00:00,1495907077155266560,"Fox's Neil Cavuto said a second case of Covid-19 nearly killed him - CNN: * Fox's Neil Cavuto said a second case of Covid-19 nearly killed him  CNN
 * Neil Cavuto Returns To Fox News, Says Bout With Covid Pneumonia Put Him In ICU  Deadline
 * Fox News… https://t.co/1I23UWe4Xy",AugustaGeorgiaa,-1
556,2022-02-21 23:43:12+00:00,1495906983345782785,"Christchurch’s earthquake commemorations have been scaled back this year due to the spread of COVID-19 in the community. There is no civic memorial service taking place, but this morning the Mayor laid a wreath at the base of the memorial wall on behalf of Christchurch.",ChristchurchCC,-1
559,2022-02-21 23:43:04+00:00,1495906953125584900,"Mask Mandates May Not Stop COVID-19, But They Do Prevent The Spread Of These 10 Other Things … https://t.co/5PRd2Rh7Xt",FreedomIsJustA2,-1
564,2022-02-21 23:43:00+00:00,1495906933609357312,The following article explores the lived experience of ‘brain fog’—the wide variety of neurocognitive symptoms that can follow COVID-19. The authors offer recommendations for services for patients experiencing these symptoms. https://t.co/nWYBTOJxQr https://t.co/P2juaxcJto,covid19stigma,-1
598,2022-02-21 23:42:12+00:00,1495906733247631360,This advice from @CMO_England is in direct conflict with the statement from @BorisJohnson - we’re all being gaslighted by the #Tory propaganda machine! #FollowTheScience #COVID19,gllnkk,-1
616,2022-02-21 23:41:41+00:00,1495906605002637313,"CRA is extending its administrative measures for electronic signature on forms:
- T183
- T183CORP
- T183TRUST
- T2200, Declaration of Conditions of Employment; and 
- T2200S, Declaration of Conditions of Employment for Working at Home Due to COVID-19",RoohiCPA,-1
646,2022-02-21 23:40:35+00:00,1495906324890140673,"""Yet there’s a real difference between invoking the statute against a violent terrorist group and invoking it against a largely peaceful gathering of people tired of Covid-19 restrictions and lockdowns.",cbcwatcher,-1
651,2022-02-21 23:40:26+00:00,1495906286889799688,"🎾 Poor Djokovic (Kinda stupid actually..)

It is hard to know what more Novak Djokovic needs or wants to know. (?) Is it vaccine conspiracy or misinformation… ? 🤷‍♂️

#tennis #atp #covid19 #djokovic  https://t.co/GfPvueUmWk",1bernardbenoit,-1
654,2022-02-21 23:40:22+00:00,1495906273787006976,@Khairykj @DGHisham Please sir...dont make the booster shot's as compulsory....the pain after the shot's worst than stage 2 covid 19's fever,SyehPaw,-1
672,2022-02-21 23:40:00+00:00,1495906180778049537,"One in 300 Black children in the U.S. have lost at least one of their primary caregivers to COVID-19, while for non-Black children the rate is one in 500. https://t.co/KrvKMP6IrY",AECFNews,-1
686,2022-02-21 23:39:47+00:00,1495906126071799813,Due to Covid-19 world war 3 will be held remotely.,b_racks__,-1
692,2022-02-21 23:39:30+00:00,1495906053292281859,Why does @fordnation get a pass? He's not a leader. He fvcked up the Ottawa occupation. He fvcked first responders with Bill 124. He has fvcked up navigating our children's education during the pandemic. He's fvcked seniors &amp; other vulnerable populations with COVID 19 measures.,CraigH_16,-1
696,2022-02-21 23:39:21+00:00,1495906017137381377,I think it’s VERY odd so many #HIV/#AIDS related researchers &amp; epidemiologists R dying “suddenly in their sleep” or other equally facetious platitudes. Dozens in the past YR! What’s going on? #DrPaulFarmer #vaccineresearch #MRNA #conspiracy #Suspicion #coincidence #COVID19 #odds,Rebel_Yellz,-1
704,2022-02-21 23:39:07+00:00,1495905956127035396,"@sweettechgrad @thehill He has MS. He's just like the rest of us health-wise 🙄

So many morons, so little time.

#Covid19 #vaccination",LVslacker,-1
716,2022-02-21 23:38:48+00:00,1495905876615512067,"UK: #Ashfield (#Nottinghamshire) #Conservative MP Lee Anderson said in the Commons earlier: 

""We should never return to a full lockdown &amp; isolation should be targeted. It should be the clinically vulnerable, the elderly &amp; the Labour front bench."" 

#Corona #CoronaVirus #COVID19",BrexitLondon,-1
